id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
679694365979924395,https://www.airbnb.com/rooms/679694365979924395,20241223204511,2024-12-24,previous scrape,Large appartment in Rotterdam,"Large (64 m²) appartment with lots of daylight and colourful stained glass details. Only a 15 min walk from Rotterdam Central station. There is also a tram that stops closeby. The highway (exit Rotterdam North) is only a one minute drive away, so ideal if you come by car.<br /><br />There are two french balconies which you can enter from the living room. <br /><br />Shower and toilet are in separate  rooms and have been renovated. The bedroom has a sink and large mirror. The kitchen is functional but outdated.",,https://a0.muscache.com/pictures/miso/Hosting-679694365979924395/original/22043d55-680e-4749-b967-ed2914c7fd55.jpeg,34000049,https://www.airbnb.com/users/show/34000049,Axelle,2015-05-22,,"",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/2d3530ea-7543-4dd6-9c4a-e3e79dafd2ac.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2d3530ea-7543-4dd6-9c4a-e3e79dafd2ac.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Blijdorp,Noord,51.937,4.46211,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Wifi"", ""Hot water"", ""Kitchen"", ""Washer"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Private entrance"", ""Bed linens"", ""Wine glasses"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Hot water kettle"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Freezer"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Stove"", ""Microwave"", ""Smoke alarm"", ""Cooking basics"", ""Coffee maker: Nespresso"", ""Single level home"", ""TV""]",,3,31,3,3,1125,1125,3.0,1125.0,,t,0,0,0,0,2024-12-24,9,2,0,2022-09-02,2024-06-09,4.78,4.78,4.78,5.0,5.0,4.89,4.67,0599 5B19 11A3 F541 BA53,t,1,1,0,0,0.32
680167606466044280,https://www.airbnb.com/rooms/680167606466044280,20241223204511,2024-12-24,previous scrape,Lovely sunny 1-bedroom in Rotterdam,"Relax in the calm area of Rotterdam surrounded by amazing green areas and parks. <br /><br />1- 6' mins walking to Slinge station.<br />2- 3' mins walking to Albert Heijn, Aldi, Dirk and all supermarkets you need in Rotterdam.<br />3-20' mins biking to the central station of Rotterdam.",,https://a0.muscache.com/pictures/miso/Hosting-680167606466044280/original/4d2346fc-3495-4dcc-aa7e-f9a9c99974b7.jpeg,214709669,https://www.airbnb.com/users/show/214709669,Basel,2018-09-10,"Rotterdam, Netherlands","I work as a software engineer in a company in Rotterdam, recently moved to Rotterdam quite new in the city but it is very fun, I like hang out with friends, meet new people and enjoy the free time! 
",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/2116dcf0-f68e-4be9-937f-a2180059958b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2116dcf0-f68e-4be9-937f-a2180059958b.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Zuiderpark,Charlois,51.87907,4.47134,Private room in condo,Private room,1,,1 shared bath,,,"[""Smoke alarm"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Washer"", ""Coffee maker"", ""Dishes and silverware"", ""TV""]",,7,30,7,7,30,30,7.0,30.0,,t,0,0,0,0,2024-12-24,6,0,0,2022-07-31,2023-06-16,5.0,5.0,4.83,5.0,5.0,4.83,5.0,0599 222D BCD8 98D7 305F,f,1,0,1,0,0.21
681794898974448513,https://www.airbnb.com/rooms/681794898974448513,20241223204511,2024-12-23,city scrape,010 Studio City Center Rotterdam,Studio in a quiet neighborhood in the city center of Rotterdam. Everything you need is in walking distance.,10 minute walk to the famous Pannekoekstraat with plenty of restaurants in the surroundings. <br /><br />The famous Markthal is less then 15 minutes walk from the studio.<br /><br />2 minutes walk to the supermarket. And plenty of other shops and restaurants in the area.,https://a0.muscache.com/pictures/airflow/Hosting-681794898974448513/original/dccd4daf-ccda-416e-9248-ecc3457347dc.jpg,114538523,https://www.airbnb.com/users/show/114538523,Fatima,2017-02-02,"Rotterdam, Netherlands","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/9794492e-73b2-47cf-a543-384b94d82ea5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9794492e-73b2-47cf-a543-384b94d82ea5.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Rubroek,Kralingen-Crooswijk,51.92818,4.49035,Entire condo,Entire home/apt,2,1.0,1 bath,1,1,"[""Wifi"", ""Hot water"", ""Park view"", ""Iron"", ""Exterior security cameras on property"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Private entrance"", ""Bed linens"", ""Conditioner"", ""First aid kit"", ""Paid parking garage on premises"", ""Self check-in"", ""Toaster"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Central heating"", ""Mini fridge"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""HDTV"", ""Freezer"", ""Clothing storage: closet, wardrobe, and dresser"", ""Baking sheet"", ""Coffee maker: pour-over coffee"", ""Essentials"", ""Body soap"", ""Keypad"", ""Coffee"", ""Laundromat nearby"", ""Paid street parking off premises"", ""Microwave"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Single level home"", ""Shower gel"", ""Cleaning products"", ""Shampoo""]",$130.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,21,51,79,351,2024-12-23,57,25,4,2022-08-02,2024-12-14,4.63,4.71,4.8,4.84,4.91,4.63,4.38,0599 3659 F389 9052 8456,f,1,1,0,0,1.95
684493108403491333,https://www.airbnb.com/rooms/684493108403491333,20241223204511,2024-12-24,city scrape,Appartement Rotterdam noord,"Entire apartment 10 minute walk to the centre of Rotterdam with green views. <br /><br />Stylishly decorated with open kitchen,  spacious sitting area, separate bedroom and design bathroom. Close to a supermarket, bakery, cafe and coffee bars. <br /><br />I am still puzzling with the furnishings so I sometimes slide with furniture. Don't be disappointed if a closet is in a different location or a painting is somewhere else. <3<br /><br />The apartment is on the 1st floor",,https://a0.muscache.com/pictures/miso/Hosting-684493108403491333/original/c986afc3-09ca-49cb-8662-8b0a7f590920.png,169488934,https://www.airbnb.com/users/show/169488934,Elsemarijn,2018-01-23,"Rotterdam, Netherlands","",within a day,100%,95%,f,https://a0.muscache.com/im/pictures/user/42729794-3585-495c-80a7-4f06a070f653.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/42729794-3585-495c-80a7-4f06a070f653.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bergpolder,Noord,51.93208,4.46877,Entire condo,Entire home/apt,2,1.0,1 bath,1,1,"[""Garden view"", ""Electric stove"", ""Wifi"", ""Heating"", ""Kitchen"", ""Rice maker"", ""Room-darkening shades"", ""Washer"", ""Carbon monoxide alarm"", ""Bed linens"", ""Breakfast"", ""Sonos sound system"", ""First aid kit"", ""Clothing storage: closet"", ""Wine glasses"", ""Self check-in"", ""Toaster"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Hot water kettle"", ""Mini fridge"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Dishwasher"", ""Lockbox"", ""Baking sheet"", ""Essentials"", ""Dining table"", ""Coffee"", ""Laundromat nearby"", ""Books and reading material"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""EV charger"", ""Coffee maker"", ""Board games"", ""TV"", ""Luggage dropoff allowed""]",$130.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,13,41,69,154,2024-12-24,52,14,0,2022-08-22,2024-10-11,4.73,4.67,4.69,4.88,4.85,4.71,4.52,0599 1857 746C 7C41 2DEF,f,1,1,0,0,1.82
685509540578223517,https://www.airbnb.com/rooms/685509540578223517,20241223204511,2024-12-24,previous scrape,Apartement at Rotterdam nearby City Center!,"Nice apartment close to the city center of Rotterdam. Completely renovated 105m2 apartment with a nice wooden floor. 2 bedrooms, 2 toilets and a nice bathroom with a lovely bathtub.<br /><br /> <br />Lovely apartment close to the center of Rotterdam. Completely renovated apartment of 105m2 with a beautiful wooden floor. 2 bedrooms, 2 toilets and a nice bathroom with a lovely bath.",,https://a0.muscache.com/pictures/13d80547-c5a4-4939-b9a4-1dfcd115054b.jpg,302893992,https://www.airbnb.com/users/show/302893992,Michiel,2019-10-17,"Rotterdam, Netherlands","Met mijn onderneming beheer ik meerdere woningen in Rotterdam bestemd voor kort zakelijk/vakantie verhuur.  Wij zijn 24/7 bereikbaar  en willen het verblijf van onze gasten zo aangenaam mogelijk maken. 

Tot snel!",within an hour,100%,73%,,https://a0.muscache.com/im/pictures/user/623ba977-8791-4994-b887-326335271e0c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/623ba977-8791-4994-b887-326335271e0c.jpg?aki_policy=profile_x_medium,,106,124,"['email', 'phone']",t,t,,Bergpolder,Noord,51.93293,4.46794,Entire condo,Entire home/apt,4,,2 baths,2,,"[""Wifi"", ""Hot water"", ""Bathtub"", ""Iron"", ""Kitchen"", ""Carbon monoxide alarm"", ""Private entrance"", ""Bed linens"", ""Clothing storage"", ""First aid kit"", ""Wine glasses"", ""Free dryer \u2013 In unit"", ""Drying rack for clothing"", ""Central air conditioning"", ""Hot water kettle"", ""Central heating"", ""Refrigerator"", ""Dishes and silverware"", ""Courtyard view"", ""Hangers"", ""Oven"", ""Freezer"", ""Dishwasher"", ""Paid parking on premises"", ""Essentials"", ""Free washer \u2013 In unit"", ""Body soap"", ""Microwave"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Host greets you"", ""HDTV with premium cable"", ""Coffee maker"", ""Patio or balcony"", ""Shower gel"", ""Fire extinguisher"", ""Cleaning products"", ""Shampoo""]",,3,365,3,4,365,365,4.0,365.0,,t,0,0,0,0,2024-12-24,32,18,0,2022-09-08,2024-08-29,4.81,4.84,4.81,4.97,4.84,4.78,4.66,0599 A611 B6CD 695A 2EDF,f,13,13,0,0,1.14
686204744935169920,https://www.airbnb.com/rooms/686204744935169920,20241223204511,2024-12-24,previous scrape,Knus huisje aan het strand van Hoek van Holland,"Welcome to our somewhat older but cozy wooden cottage on the car-free and child-friendly family park “Recreatieoord Hoek van Holland”. On the covered terrace you can perfectly use breakfast in the morning sun. A children's playground, a laundry and a supermarket are available nearby. The beach is just a 10-minute walk away. Parking is free on public roads. Internet via the regular phone network or a KPN hot spot. PLEASE NOTE: beds are not suitable for tall people.",,https://a0.muscache.com/pictures/miso/Hosting-686204744935169920/original/680b785d-3202-4846-8d11-6cec316ce028.jpeg,473321782,https://www.airbnb.com/users/show/473321782,Marja,2022-08-04,,"",N/A,N/A,64%,f,https://a0.muscache.com/im/pictures/user/089e11aa-7322-40bb-b4f5-3f5ff216dfea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/089e11aa-7322-40bb-b4f5-3f5ff216dfea.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Strand en Duin,Hoek van Holland,51.98893,4.12686,Entire cabin,Entire home/apt,4,,1 bath,2,,"[""Wifi"", ""Hot water"", ""Kitchen"", ""Outdoor playground"", ""Carbon monoxide alarm"", ""Private entrance"", ""Shared beach access"", ""Wine glasses"", ""Sun loungers"", ""Private patio or balcony"", ""Hot water kettle"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Radiant heating"", ""Essentials"", ""Clothing storage: wardrobe"", ""Dining table"", ""Laundromat nearby"", ""Outdoor dining area"", ""Books and reading material"", ""Free street parking"", ""32 inch TV"", ""Microwave"", ""Smoke alarm"", ""Cooking basics"", ""Private backyard \u2013 Fully fenced"", ""Host greets you"", ""Single level home"", ""Cleaning products"", ""Outdoor furniture"", ""Coffee maker: drip coffee maker""]",,3,14,3,3,14,14,3.0,14.0,,t,0,0,0,0,2024-12-24,22,6,0,2023-04-09,2024-08-22,4.32,4.45,4.68,4.59,4.73,4.64,4.18,,f,1,1,0,0,1.05
686937313215859940,https://www.airbnb.com/rooms/686937313215859940,20241223204511,2024-12-24,previous scrape,Spacious design family home in Rotterdam,"Enjoy our spacious family home in a quiet area, close to the centre of Rotterdam (7 min by bike) and near the park (5 min walk). We have everything for a couple or family with 1 or 2 (small) kids (extra bedroom with baby crib). The house was built 2 years ago and is fully equipped (quooker, walk-in showers, underfloor heating, washing machine, tumble dryer). In the neighbourhood you can find a bakery, supermarkets, restaurants, public transport, children's playground, park and a petting zoo :)",,https://a0.muscache.com/pictures/miso/Hosting-686937313215859940/original/8392db28-4932-4590-be44-038ecadead70.jpeg,81713324,https://www.airbnb.com/users/show/81713324,Eefje,2016-07-04,"Rotterdam, Netherlands","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/4212a8bc-cb57-48a4-9af1-663355d8ab4d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4212a8bc-cb57-48a4-9af1-663355d8ab4d.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Nieuw Crooswijk,Kralingen-Crooswijk,51.93706,4.49463,Entire townhouse,Entire home/apt,3,,1.5 baths,2,,"[""Wifi"", ""Hot water"", ""Children\u2019s dinnerware"", ""Iron"", ""Kitchen"", ""Washer"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Private entrance"", ""Bed linens"", ""Baby monitor"", ""First aid kit"", ""Wine glasses"", ""Free dryer \u2013 In unit"", ""Private backyard"", ""Extra pillows and blankets"", ""Baby safety gates"", ""Drying rack for clothing"", ""Hot water kettle"", ""Central heating"", ""Standalone high chair"", ""Refrigerator"", ""Dishes and silverware"", ""Portable fans"", ""Hangers"", ""Freezer"", ""Dishwasher"", ""Blender"", ""Essentials"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Clothing storage: wardrobe"", ""Table corner guards"", ""Laundromat nearby"", ""Books and reading material"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Stove"", ""Microwave"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Changing table"", ""Outlet covers"", ""Coffee maker: Nespresso"", ""Baby bath"", ""Sound system"", ""Fire extinguisher"", ""Cleaning products"", ""TV"", ""Board games"", ""Outdoor furniture""]",,4,60,4,4,60,60,4.0,60.0,,t,0,0,0,0,2024-12-24,4,0,0,2022-10-08,2022-11-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,05997AB711D06F623F80,f,1,1,0,0,0.15
688319319874947398,https://www.airbnb.com/rooms/688319319874947398,20241223204511,2024-12-23,city scrape,Modern 1bedroom apartment near famous Binnenweg,Enjoy a stylish experience at this centrally-located place. Close to the famous Binnenweg and walking distance from the city centre. Recently renovated typically Dutch 1900 apartment located in a quiet street but 50 meters from bars and restaurants.,"This lovely spacious apartment is located in the famous Binnenweg area near the centre of the city. The area is pleasantly vibrant with many possibilities for having drinks and snacks, breakfast places, and restaurants for a nice dinner just around the corner, at Nieuwe Binnenweg street. Also, supermarkets, salons and other shops are situated here. Our street is quite and calm, giving you a good rest during the night!",https://a0.muscache.com/pictures/miso/Hosting-688319319874947398/original/12361050-76ea-4349-a03b-7b66886f723e.jpeg,277826200,https://www.airbnb.com/users/show/277826200,Bastiaan,2019-07-21,,"",a few days or more,36%,28%,f,https://a0.muscache.com/im/pictures/user/e68faa11-69fc-491b-a386-d6b9fb6618d0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e68faa11-69fc-491b-a386-d6b9fb6618d0.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Nieuwe Westen,Delfshaven,51.91162,4.45518,Entire condo,Entire home/apt,2,1.5,1.5 baths,1,1,"[""Garden view"", ""Children\u2019s dinnerware"", ""Bosch induction stove"", ""Iron"", ""Heating"", ""Kitchen"", ""Room-darkening shades"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Bed linens"", ""Wine glasses"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Hot water kettle"", ""Air conditioning"", ""Refrigerator"", ""Dishes and silverware"", ""Courtyard view"", ""Hangers"", ""Portable fans"", ""Freezer"", ""Oven"", ""Dishwasher"", ""Paid parking on premises"", ""Lockbox"", ""Baking sheet"", ""Essentials"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Free washer \u2013 In unit"", ""Housekeeping - available at extra cost"", ""Body soap"", ""Dining table"", ""Coffee"", ""Books and reading material"", ""Free street parking"", ""Long term stays allowed"", ""Microwave"", ""Smoke alarm"", ""Cooking basics"", ""Fast wifi \u2013 250 Mbps"", ""Dedicated workspace"", ""EV charger"", ""Bose Bluetooth sound system"", ""Clothing storage: dresser"", ""Coffee maker"", ""Shower gel"", ""Cleaning products"", ""Shampoo"", ""Luggage dropoff allowed"", ""Exercise equipment: yoga mat"", ""HDTV with Chromecast, Netflix""]",$119.00,3,365,3,3,365,365,3.0,365.0,,t,27,57,87,126,2024-12-23,8,5,1,2022-10-20,2024-12-10,4.5,4.5,4.88,4.88,4.88,4.88,4.5,0599 156E 9022 C8C8 F57A,f,2,2,0,0,0.30
689061583307024672,https://www.airbnb.com/rooms/689061583307024672,20241223204511,2024-12-23,city scrape,Prachtige moderne studio in centrum Rotterdam,"Studio 93 is in a dynamic district full of hip restaurants, coffee bars and shops. From the apartment you can walk within 15 minutes to the heart of the city and central station. <br />In addition to a wonderfully spacious double bed, there is plenty of closet space, but also a sofa bed for 2 children (140x190). Here you will also find a projector with chromecast.<br />The kitchen is fully equipped with, among other things, a Nespresso machine and oven.<br />The flat is independently accessible via narrow and steep stairs.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Njg5MDYxNTgzMzA3MDI0Njcy/original/cf6abf22-8139-4018-ab25-62065655e48d.jpeg,18903336,https://www.airbnb.com/users/show/18903336,Edwin,2014-07-26,"Rotterdam, Netherlands","",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/6faeb529-2ce3-4b8b-91c3-8d1218846b04.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6faeb529-2ce3-4b8b-91c3-8d1218846b04.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Oude Noorden,Noord,51.93371,4.48046,Entire condo,Entire home/apt,3,1.0,1 bath,1,2,"[""Wifi"", ""NB shampoo"", ""Hot water"", ""Iron"", ""Children\u2019s dinnerware"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Private entrance"", ""Bed linens"", ""First aid kit"", ""Wine glasses"", ""Induction stove"", ""Extra pillows and blankets"", ""Central heating"", ""Standalone high chair - available upon request"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Hangers"", ""Paid parking on premises"", ""Ethernet connection"", ""Essentials"", ""NB conditioner"", ""Body soap"", ""Clothing storage: wardrobe"", ""Dining table"", ""Coffee"", ""Laundromat nearby"", ""Backyard"", ""Long term stays allowed"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Babysitter recommendations"", ""Coffee maker"", ""Shower gel"", ""Cleaning products"", ""Outdoor furniture""]",$85.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,12,21,41,304,2024-12-23,137,60,3,2022-10-03,2024-12-13,4.86,4.85,4.74,4.91,4.97,4.72,4.75,0599 F225 F32E 10FF FF1E,f,1,1,0,0,5.06
689608563465337074,https://www.airbnb.com/rooms/689608563465337074,20241223204511,2024-12-24,city scrape,Het leukste plekje in centrum Rotterdam.,"The nicest place in Rotterdam. The Pannekoekstraat is compared to the 9 streets in Amsterdam. Nice boutiques, coffee shops, and cafes make it wonderful to linger in the city. From the balcony you can look out over the terraces and hear the buzz of the city. Right in the center, yet remarkably quiet in the house. Perfect base to get around town from here. The house is completely renovated. New, clean and stylish. Have fun!",,https://a0.muscache.com/pictures/miso/Hosting-689608563465337074/original/f30f6e6d-74cd-4fbe-a6a2-97e49a568e4d.jpeg,15427954,https://www.airbnb.com/users/show/15427954,Camiel,2014-05-12,"Rotterdam, Netherlands","",within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/4f23f57c-f144-4782-9792-69f8fb8e7268.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4f23f57c-f144-4782-9792-69f8fb8e7268.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Stadsdriehoek,Rotterdam Centrum,51.92277619880638,4.488408553442382,Entire condo,Entire home/apt,2,1.5,1.5 baths,1,1,"[""Hot water"", ""Stainless steel oven"", ""Park view"", ""Iron"", ""Heating"", ""Kitchen"", ""Room-darkening shades"", ""Hair dryer"", ""Washer"", ""Carbon monoxide alarm"", ""Bed linens"", ""Fast wifi \u2013 86 Mbps"", ""First aid kit"", ""Wine glasses"", ""Stainless steel gas stove"", ""Hot water kettle"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Dishwasher"", ""Paid parking on premises"", ""Essentials"", ""Body soap"", ""Clothing storage: wardrobe"", ""Indoor fireplace"", ""Dining table"", ""Coffee"", ""Laundromat nearby"", ""Outdoor dining area"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Coffee maker"", ""Patio or balcony"", ""Shower gel"", ""Fire extinguisher"", ""Cleaning products"", ""Shampoo"", ""TV"", ""Mosquito net""]",$135.00,2,21,1,2,21,21,2.0,21.0,,t,1,10,40,40,2024-12-24,11,0,0,2022-10-21,2023-01-09,5.0,5.0,5.0,5.0,5.0,5.0,4.82,0599 1477 39AC 6A26 58D1,f,1,1,0,0,0.41
693819625903441318,https://www.airbnb.com/rooms/693819625903441318,20241223204511,2024-12-23,city scrape,Renewed Private No-Smoking bedroom in Delfshaven,"Book now for comfort & warm hospitality in our LGBTQI+ 🏳️‍🌈 friendly No-Smoking and Drugs-Free Airbnb. Located in a charming setting that seamlessly blends history & urbanization, our cozy retreat is surrounded by an array of shops, restaurants, supermarkets, bakeries and bars. Capture delightful moments as you explore the picturesque streets & enjoy the convenience of being in close proximity to downtown Rotterdam. 🏙️ Seeking relaxation or adventure? Our peaceful sanctuary awaits!","The neighborhood offers tranquil environment and has a moderate safety rating. However, it is advisable to remain vigilant against pickpocketing, especially in crowded outdoor areas and public transportation like the metro.<br /><br />Historic Delfshaven . . . . . . . . . 1 minute🚶🏻‍♂️<br />Downtown of Delfshaven . . . 2 minute🚶🏻‍♂️<br />Downtown of Rotterdam . . . .7 min 🚇 or 30 min🚶🏻‍♂️<br /><br />Nice pictures can be captured in the historic part of Delfshaven, which still has old remaining buildings that go back as far as the 13th century.<br /><br />The main street (Schiedamseweg) has a lot to offer, supermarkets, night shops, low-range($) restaurants, ""brown"" cafes.<br /><br />Rotterdam also offers Free Walking tours which I'd recommend if you’re interested to know more about Rotterdam, its history and its hidden gems. Offered in multiple languages and usually very quick availability.",https://a0.muscache.com/pictures/hosting/Hosting-693819625903441318/original/c19b1ec2-3939-44fd-a740-a4b70cb25788.jpeg,144915679,https://www.airbnb.com/users/show/144915679,Lukas,2017-08-08,"Rotterdam, Netherlands","I am 27, gay, love traveling, and getting to know other people’s cultures with an open mind and heart. I have been hosting nearly 2 years on Airbnb now.

""Love and compassion are necessities, not luxuries. Without them, humanity cannot survive."" - Dalai Lama

My hobbies/passions are: playing guitar, bikes, languages, clubbing, cooking, playing Xbox and mark as many countries and places possible on Skratch :D",within an hour,100%,75%,t,https://a0.muscache.com/im/pictures/user/User-144915679/original/78403f67-dc16-41e5-be68-84fdd89d62a6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-144915679/original/78403f67-dc16-41e5-be68-84fdd89d62a6.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Delfshaven,Delfshaven,51.90811,4.44835,Private room in rental unit,Private room,2,1.5,1.5 shared baths,1,0,"[""Hot water"", ""Iron"", ""Syoss, Nivea, Dove body soap"", ""Kitchen"", ""Paid washer \u2013 In unit"", ""Rice maker"", ""Room-darkening shades"", ""Hair dryer"", ""Beko stainless steel gas stove"", ""Private entrance"", ""Clothing storage"", ""First aid kit"", ""Wine glasses"", ""Fast wifi \u2013 782 Mbps"", ""Syoss conditioner"", ""Extra pillows and blankets"", ""Toaster"", ""Private patio or balcony"", ""Hot water kettle"", ""Beko refrigerator"", ""Central heating"", ""Private BBQ grill: charcoal"", ""50 inch HDTV with Netflix"", ""Dishes and silverware"", ""Portable fans"", ""Hangers"", ""Syoss shampoo"", ""Freezer"", ""Beko stainless steel oven"", ""Blender"", ""Beach essentials"", ""Ethernet connection"", ""Essentials"", ""Coffee maker: french press, Nespresso"", ""Canal view"", ""Paid dryer \u2013 In unit"", ""Dining table"", ""Fire pit"", ""Coffee"", ""Laundromat nearby"", ""Paid street parking off premises"", ""Microwave"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Shower gel"", ""Cleaning products"", ""Luggage dropoff allowed""]",$50.00,1,21,1,1,21,21,1.0,21.0,,t,20,47,74,74,2024-12-23,138,46,3,2022-08-21,2024-12-08,4.85,4.88,4.75,4.86,4.91,4.81,4.74,0599 5C79 2AD7 A345 DD72,f,1,0,1,0,4.84
